콘텐츠아이디,콘텐츠분류명,콘텐츠분류코드,콘텐츠명,지역명,광역코드,시군구명,시군구코드,대표이미지 URL,기사상세정보URL
df54c748-98e1-4d5d-9c80-79e9372c7984,전통·역사여행,10500,"‘실천 유학의 선구자’ 정여창의 숨결이 서린, 함양 남계서원",경상남도,36,함양군,20,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f4fc2d15-9573-41d5-b0d4-1e2f91bba71f,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=df54c748-98e1-4d5d-9c80-79e9372c7984
49416d12-efaa-4a6e-ace6-d41264667301,교육·문화여행 ,10400,"전철 타고 떠나는 이야기 마을, 춘천 김유정문학촌",강원특별자치도,32,춘천시,13,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b4d3b815-bfe2-4c50-bfd1-98de24b7ca64,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=49416d12-efaa-4a6e-ace6-d41264667301
fa59cea6-baa0-49c3-9c3f-d1e137aa4e36,교육·문화여행 ,10400,"가난 속 피워낸 따뜻한 동화 세상, 안동 권정생동화나라",경상북도,35,안동시,11,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=78d75d9f-687e-4153-8466-ae95a4f755db,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=fa59cea6-baa0-49c3-9c3f-d1e137aa4e36
49dbf1fe-788b-4ed6-8e04-dcf09d35da5d,전통·역사여행,10500,"무소유의 삶을 기억하다, 성북동 길상사",서울,1,성북구,17,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4447230b-a053-4df0-8e23-d43c16cc0937,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=49dbf1fe-788b-4ed6-8e04-dcf09d35da5d
91b893c6-8d1c-47f5-930b-5d10b51a01cb,전통·역사여행,10500,눈물이 나면 가을 순천에 가라,전라남도,38,순천시,11,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=30e2694c-f859-48f3-9cbf-c172eb91792e,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=91b893c6-8d1c-47f5-930b-5d10b51a01cb
f5a00c8f-87bf-4892-9f4f-10e073532464,교육·문화여행 ,10400,"우리가 떠나온 옛 고향 찾아가는 길, 옥천 정지용문학관",충청북도,33,옥천군,5,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=322bf3ca-12ce-4140-b282-a3096ddab265,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=f5a00c8f-87bf-4892-9f4f-10e073532464
5591ab1f-08f0-46f8-9d3d-0d3591f5c49f,교육·문화여행 ,10400,아빠 손잡고 로봇이랑 놀자! 창원 마산로봇랜드,경상남도,36,창원시,16,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=81ce9346-607e-4e3c-bdcb-8fc1810f51ab,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=5591ab1f-08f0-46f8-9d3d-0d3591f5c49f
034c3587-474b-4f32-88b6-783c3ec1c712,전통·역사여행,10500,과거와 현재가 사이좋게 만나는 의성 금성산 고분군,경상북도,35,의성군,19,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a59dcfed-6f14-418a-b3ca-4c253ee0656c,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=034c3587-474b-4f32-88b6-783c3ec1c712
af594b19-59fe-421a-9ff8-91ad8594fc9e,자연풍경여행 ,11000,"산책하기 좋은 도심 속 힐링 명소, 광주호호수생태원",광주,5,북구,4,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4456790e-a99f-45c5-b923-e540956dc4c4,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=af594b19-59fe-421a-9ff8-91ad8594fc9e
73337281-cbb1-40e2-a24b-ffe68842bd0a,도심풍경여행 ,11100,"풍차가 빛나는 언덕 위 벽화마을, 대전 대동하늘공원",대전,3,동구,2,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a8d5696f-a06a-4369-b3bb-4e12c6f81e24,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=73337281-cbb1-40e2-a24b-ffe68842bd0a
9101f243-1f3d-408a-9e25-7305c2d69155,지역별코스여행,11300,"전망, 그 이상의 재미가 있다! 울산대교전망대",울산,7,동구,3,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fb3367b6-c996-4562-a960-5044b5466706,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=9101f243-1f3d-408a-9e25-7305c2d69155
55d6e1fc-22b7-49ab-93ab-cc4a59ae6f3e,자연체험여행,10100,"바다 위를 걷다, 서산 웅도",충청남도,34,서산시,7,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=678d6318-e006-4ba6-99d7-84c1517d149c,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=55d6e1fc-22b7-49ab-93ab-cc4a59ae6f3e
0f32247c-d581-49a9-bcb6-93ef245f17a2,교육·문화여행 ,10400,"버림받은 것들의 유쾌한 반란, 충주오대호아트팩토리",충청북도,33,충주시,11,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7445745d-4072-42ac-b283-49da639dc6b1,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=0f32247c-d581-49a9-bcb6-93ef245f17a2
9ccb49fc-34d7-477d-b7ad-fa8bce9d92be,도심풍경여행 ,11100,길고양이와 공생하는 부산 청사포 고양이 마을,부산,6,해운대구,16,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2099dd85-a261-4b52-a392-d9cc8b4a284d,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=9ccb49fc-34d7-477d-b7ad-fa8bce9d92be
e0597288-67d8-4ced-9d6c-887c0a5f7205,액티비티여행  ,10300,"한국관광공사 추천 11월 걷기여행길, 영화·드라마 속 걷기여행길",전국,0,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=86da7a5e-e082-437b-a915-49282ce41cdf,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=e0597288-67d8-4ced-9d6c-887c0a5f7205
761c0899-55ce-41c7-a50a-cd091bb4efa1,명소여행 ,11400,당신이 몰랐던 포토제닉 영월 ? 젊은달 와이파크,강원특별자치도,32,영월군,8,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2761c416-71f8-4d18-b8b7-902c96a643bd,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=761c0899-55ce-41c7-a50a-cd091bb4efa1
6ccdc63d-7188-4843-8fe8-9da54627d0d9,맛있는여행,11200,"레트로 감성+예술가 감각, 대구 카페의 무한변신",대구,4,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8ad10b11-f700-4a0a-906f-53f11f4881b7,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=6ccdc63d-7188-4843-8fe8-9da54627d0d9
6abcefa4-a87d-4b51-83bd-36b7c7c6e815,지역별코스여행,11300,‘춘천 가는 기차’ 타고 ‘소양강 처녀’를 만나다,강원특별자치도,32,춘천시,13,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=90c07ee6-edbd-4dee-9533-092ce8857de9,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=6abcefa4-a87d-4b51-83bd-36b7c7c6e815
68684046-fd1d-48a1-8bc5-7c55e6f1b7aa,도심풍경여행 ,11100,"한국 음악계를 호령한 ‘마왕’을 만나는 곳,성남 신해철거리",경기도,31,성남시,12,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f47a8a07-9f88-49b1-b5e7-ef29dcc04de5,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=68684046-fd1d-48a1-8bc5-7c55e6f1b7aa
8d98d2d8-7824-450d-b843-86c5c7412181,지역별코스여행,11300,"바람 부는 저 들길 끝, 삼포로 가는 길",경상남도,36,창원시,16,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=49f04e21-ced5-4b6c-a9ac-baf3ca4527a2,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=8d98d2d8-7824-450d-b843-86c5c7412181
02d7c1a6-faa1-4e44-8fe9-40763393045e,교육·문화여행 ,10400,"돌담에 새겨진 선율과 추억, ‘광화문 연가’의 길",서울,1,중구,24,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=987fad43-c299-4cf3-acd6-42a43a1012b2,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=02d7c1a6-faa1-4e44-8fe9-40763393045e
e22d6fb1-0958-4036-bab0-a6d31ce1d59a,교육·문화여행 ,10400,"우리 민족의 애환이 서린 트로트를 찾아서, 목포 이난영과 영암 한국트로트가요센터",전라남도,38,목포시,8,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=4a6ab6d6-05ae-4f42-a590-e9877eb29d16,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=e22d6fb1-0958-4036-bab0-a6d31ce1d59a
827d19ba-eeb4-4dd0-8a9f-991335a2906f,전통·역사여행,10500,"노래가 만든 전설, 제천 박달재",충청북도,33,제천시,7,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=40c7916d-315f-4e88-970b-10b76a406dfd,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=827d19ba-eeb4-4dd0-8a9f-991335a2906f
65e4fffc-1c43-4361-b528-f6bef732e09e,교육·문화여행 ,10400,"예술과 전원 풍경 깃든 ‘힐링’ 공간, 남원시립김병종미술관과 아담원",전북특별자치도,37,남원시,4,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=55f9a4e5-7a73-44d9-a146-1347aae670c4,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=65e4fffc-1c43-4361-b528-f6bef732e09e
e5741d2f-8556-4537-bf80-e9133586589b,교육·문화여행 ,10400,"미술 작품을 재미있게 즐기다, 부산현대미술관",부산,6,사하구,10,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=99346b9e-1543-452f-963e-3be2ec03482b,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=e5741d2f-8556-4537-bf80-e9133586589b
bf244f0d-435c-4bb8-a95f-61e8252c1aa0,교육·문화여행 ,10400,"카멜레온 같은 복합 문화 공간, 서천 장항도시탐험역",충청남도,34,서천군,8,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6f74a75b-045d-47cc-ad75-d995a615d588,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=bf244f0d-435c-4bb8-a95f-61e8252c1aa0
68d63143-6b78-44fc-afc1-413f5c3dc7ec,교육·문화여행 ,10400,"젊은 달과 붉은 파빌리온 그리고 목성, 젊은달와이파크",강원특별자치도,32,영월군,8,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3c278e74-e088-4e36-a2fb-74c32299cb95,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=68d63143-6b78-44fc-afc1-413f5c3dc7ec
d0335085-051c-477d-bcf4-487782c312f8,자연체험여행,10100,"금강소나무 숲에서 만끽하는 힐링의 시간, 울진 금강송에코리움",경상북도,35,울진군,18,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7833b8a7-4fac-42f4-a8ac-f872d175b85e,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=d0335085-051c-477d-bcf4-487782c312f8
7214432c-0af6-4a38-8d20-9008f3d2ac92,맛있는여행,11200,"감성과 온기 채워줄 취향저격 명주여행, 울산 울주",울산,7,울주군,5,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fa42f839-b39e-48cd-a3bf-aa2743fdd2d2,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=7214432c-0af6-4a38-8d20-9008f3d2ac92
40d8859d-e3e6-4818-b38e-ff73c7726a99,액티비티여행  ,10300,"한국관광공사 추천 12월 걷기여행길, 올 한 해를 돌아보는 해넘이 명소 걷기길",전국,0,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1b57dc7d-1af2-442e-92f9-c30bcb43a084,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=40d8859d-e3e6-4818-b38e-ff73c7726a99
90cce917-e25d-49ff-af45-5ec15ca4c8a2,맛있는여행,11200,로봇이 내리는 커피는 어떤 맛일까?,서울,1,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c714457a-6033-4cd0-a594-39170aea6b01,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=90cce917-e25d-49ff-af45-5ec15ca4c8a2
51726f54-fadc-47f4-8e9f-c0c2ed244633,교육·문화여행 ,10400,"어린이들의 보물섬, 춘천 애니메이션박물관",강원특별자치도,32,춘천시,13,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1224b09b-3427-4909-b11e-50d92fe7ee3b,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=51726f54-fadc-47f4-8e9f-c0c2ed244633
7821cf19-f2ea-436b-8ee9-e785c5451da3,교육·문화여행 ,10400,"우주선 타고 시간 여행, 연천 전곡선사박물관",경기도,31,연천군,21,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1a12234f-c58d-4496-99d8-7c51525b7d07,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=7821cf19-f2ea-436b-8ee9-e785c5451da3
e7d13816-90f0-4c0a-8368-a09107026e09,교육·문화여행 ,10400,"잃어버린 왕국 ‘가야’로 통하는 시간의 문, 국립김해박물관",경상남도,36,김해시,4,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=56ae734a-1702-42e5-82c2-4697c7523ad4,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=e7d13816-90f0-4c0a-8368-a09107026e09
88c58a18-5601-4ab3-8ef4-e96db688e3c0,교육·문화여행 ,10400,"비취색 고운 고려청자의 고향, 강진 고려청자박물관",전라남도,38,강진군,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=88e0cc3f-e0bf-4905-8849-575628eb8346,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=88c58a18-5601-4ab3-8ef4-e96db688e3c0
dd5d5e22-1c87-43e2-ad2a-053c9738ebdd,교육·문화여행 ,10400,"아프지만 꼭 기억해야 할 역사, 군산근대역사박물관",전북특별자치도,37,군산시,2,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2eb42414-6c38-444f-8be2-262f4e502e40,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=dd5d5e22-1c87-43e2-ad2a-053c9738ebdd
7def675f-570c-4df2-acfc-0c3c156a5399,교육·문화여행 ,10400,"관람은 기본, 체험 프로그램도 풍성한 음성 한독의약박물관",충청북도,33,음성군,6,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=660189a3-f66f-4d6c-bf1f-ec46eb3210e3,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=7def675f-570c-4df2-acfc-0c3c156a5399
1a07b100-c76b-4e34-a864-f8c232a5adb3,액티비티여행  ,10300,"한국관광공사 추천 1월 걷기여행길, 새해맞이 소원 빌기 좋은 일출 명소",경기도,31,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e90debae-e3b2-411d-9254-6641a91d5543,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=1a07b100-c76b-4e34-a864-f8c232a5adb3
beeeecd2-16d0-4ca3-8a1c-77103479454b,맛있는여행,11200,"메밀전병, 콧등치기, 강원도 겨울 시장의 미(味)담",강원특별자치도,32,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a7440918-8ca5-46bf-9fc5-4c3396b3ca68,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=beeeecd2-16d0-4ca3-8a1c-77103479454b
14cc49dc-c5cc-447c-a7db-87e17ff419d5,맛있는여행,11200,"뜨끈한 생선 살이 입에서 ‘사르르’, 거제 대구와 통영 물메기",경상남도,36,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=238d25bc-caeb-46e5-80fa-27db916c8e78,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=14cc49dc-c5cc-447c-a7db-87e17ff419d5
317055ea-62ad-41d0-8ca3-dd4d79dfcb71,맛있는여행,11200,"지금 제일 맛있는 겨울 바다의 선물, 벌교 꼬막과 장흥 매생이",전라남도,38,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1181bce5-1019-4656-a972-f62aa4cb7b3d,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=317055ea-62ad-41d0-8ca3-dd4d79dfcb71
b7430b2a-e412-42d8-866e-3dfa30ecf504,맛있는여행,11200,"한겨울 뜨끈한 추억 한 그릇, 예산 어죽",충청남도,34,예산군,11,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=dbdcc9de-22db-4d9f-ae8a-f932f91b00c9,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=b7430b2a-e412-42d8-866e-3dfa30ecf504
e4e50eaf-2147-4bc0-8893-de0e28058966,액티비티여행  ,10300,"한국관광공사 추천 2월 걷기여행길, 도심 속 걷기 좋은 길",전국,0,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=953ebf09-fb6c-46d2-a2ef-fef8e37529f1,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=e4e50eaf-2147-4bc0-8893-de0e28058966
c557e923-5e10-492b-ab20-6e8edb2dfbc9,명소여행 ,11400,"찐 뉴트로가 나타났다! 볼킷·먹킷 넘쳐나는 힙플레이스, 대전 소제동",대전,3,동구,2,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=9b5f1836-df45-4e4c-be70-2c4699ff7e12,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=c557e923-5e10-492b-ab20-6e8edb2dfbc9
3c888477-5663-4eda-95ee-808a3dff7e2f,자연체험여행,10100,"늦더위 전쟁에서 승리할 백전백승 치트키, 언양 자수정동굴×작괘천",울산,7,울주군,5,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b944381e-e089-4810-8e8d-6ddd173dbfda,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=3c888477-5663-4eda-95ee-808a3dff7e2f
d1ac974a-153a-43d6-a4b6-52537b315add,지역별코스여행,11300,"태안 바다를 찾아 떠난 여행, 이쯤은 되어야지!",충청남도,34,태안군,14,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b79fc602-ff92-428b-8693-c08e67e6a35b,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=d1ac974a-153a-43d6-a4b6-52537b315add
6bbee0d8-6ee4-464d-87be-69ce2046c43a,지역별코스여행,11300,겨울 어귀에 만나는 정겨운 강원 정선,강원특별자치도,32,정선군,11,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e92c085a-f742-4679-a277-f5b6471ba70e,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=6bbee0d8-6ee4-464d-87be-69ce2046c43a
30c012e2-e63e-42c8-82c4-b2baf9b52478,지역별코스여행,11300,"알록달록 과일나라, 충북 영동",충청북도,33,영동군,4,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3ba89161-23cc-453c-9773-3876b7f1b7df,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=30c012e2-e63e-42c8-82c4-b2baf9b52478
6727c215-d477-4d8d-9b15-af48f69092c2,지역별코스여행,11300,할머니와 손주가 함께 떠나는 가을날의 서울,서울,1,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=38277e7e-2a4d-4224-96a9-36257d885a50,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=6727c215-d477-4d8d-9b15-af48f69092c2
b4e002cc-a629-4639-8d63-459a121fefbe,지역별코스여행,11300,물빛 좋은 남한강 따라 수려한 단양.제천,충청북도,33, ,99,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=87f42f7f-8e92-4067-acf3-078582795d97,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=b4e002cc-a629-4639-8d63-459a121fefbe
de4342f9-fad9-451c-9c60-a8ff7d9d01a3,지역별코스여행,11300,"무지개 바람개비 따라, 전북 익산",전북특별자치도,37,익산시,9,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c62a334b-6b5a-4fb4-8e57-7cb3e545615a,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=de4342f9-fad9-451c-9c60-a8ff7d9d01a3
277b2a5c-deea-4f69-92b0-b18d5ba5d9d0,지역별코스여행,11300,자연에 역사를 담은 놀이터를 지은 경남 김해,경상남도,36,김해시,4,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c4d487b6-30f2-4aa0-a73a-dc4abe79d2ce,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=277b2a5c-deea-4f69-92b0-b18d5ba5d9d0
528aa5a9-2e68-42cd-a9af-84bcc3c55043,자연풍경여행 ,11000,가을의 길목에 거닐기 좋은 충북 괴산,충청북도,33,괴산군,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e0e27680-97e9-40ba-92e5-912ebf2608e8,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=528aa5a9-2e68-42cd-a9af-84bcc3c55043
2170118c-a62c-4c6d-81bc-adbbdca246bf,지역별코스여행,11300,"올림픽 도시, 평창강릉으로 떠나는 향기로운 여행",강원특별자치도,32,평창군,15,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b90141d8-b93f-4adf-8765-6525c6f90b72,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=2170118c-a62c-4c6d-81bc-adbbdca246bf
16170080-4748-4d8f-8e64-d39bbedefef9,전통·역사여행,10500,2016년 선정 열린관광지 ‘고창 선운산 도립공원’,전북특별자치도,37,고창군,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=dc6ded2c-9861-42c4-9a41-2b81498f36ca,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=16170080-4748-4d8f-8e64-d39bbedefef9
780e50d7-34c6-4405-b5ac-2ddd19330ef3,지역별코스여행,11300,"남강의 보석, No1 무장애 여행지 진주",경상남도,36,진주시,13,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=332e01d5-9ba2-4002-a022-587cbb7714ab,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=780e50d7-34c6-4405-b5ac-2ddd19330ef3
fe412c8e-5f3c-48af-88fc-df0a56852ee6,지역별코스여행,11300,경의중앙선 타고 가볍게 떠나는 서울 근교여행,경기도,31,양평군,19,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fb2fdb3f-b2f0-4392-93ab-15c73cd28d35,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=fe412c8e-5f3c-48af-88fc-df0a56852ee6
50d46574-ba68-4c7e-baf8-e464c8754f75,지역별코스여행,11300,"아이에게 들려줄 이야기꽃 한가득, 경북 안동",경상북도,35,안동시,11,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1bb57743-e558-49db-9bc5-96060594fad7,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=50d46574-ba68-4c7e-baf8-e464c8754f75
b90df9b0-3663-4ff1-9bd8-3efc768f2e9c,명소여행 ,11400,‘보령 대천해수욕장’(2016년 선정 열린관광지),충청남도,34,보령시,5,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f4b1562e-cf70-4e9c-a5dd-ae677a44648a,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=b90df9b0-3663-4ff1-9bd8-3efc768f2e9c
fff39be3-3a85-4323-bbb0-ca73b0ebe3e8,명소여행 ,11400,고성 당항포관광지(2016년 선정 열린관광지),경상남도,36,고성군,3,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=52e0ee4a-95a1-49e5-81c3-69b1c1e800a8,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=fff39be3-3a85-4323-bbb0-ca73b0ebe3e8
329d8e88-eadb-4cdd-9a4c-09ab70796b84,명소여행 ,11400, 여수 오동도(2016년 선정 열린관광지),전라남도,38,여수시,13,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c93e0a7a-a7c4-4ca3-bf4c-5e8ddacd9e6a,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=329d8e88-eadb-4cdd-9a4c-09ab70796b84
d2cd4cc9-7c4a-46b9-be03-69c4b439c014,명소여행 ,11400,정동진 모래시계 공원(2016년 선정 열린관광지 ),강원특별자치도,32,강릉시,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=559405bb-68ab-40bc-8a2c-2a4454dacc8b,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=d2cd4cc9-7c4a-46b9-be03-69c4b439c014
b631feed-b945-4fa2-9ecd-c050af56215b,지역별코스여행,11300,"여름 바다를 달리다, 삼척&동해",강원특별자치도,32,삼척시,4,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=99461cca-1cc7-41c8-bcb5-5997f0e4bec9,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=b631feed-b945-4fa2-9ecd-c050af56215b
cac7c37c-5499-4882-b5f5-aaf1f1995c01,지역별코스여행,11300,"역사와 예술, 체험이 어우러진 예산의 재발견",충청남도,34,예산군,11,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=db7fdbc6-104d-47cd-9eec-3bc65ea2ffbf,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=cac7c37c-5499-4882-b5f5-aaf1f1995c01
fdabe95c-fde5-4dbd-badd-0327dff45d88,지역별코스여행,11300,"얼쑤~ 손으로 만지고 들으며 즐기는 감성여행, 남원",전북특별자치도,37,남원시,4,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c307d740-5152-49f1-b6cd-5ff08fc060f2,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=fdabe95c-fde5-4dbd-badd-0327dff45d88
57d8dca4-edcb-4c77-91eb-036e97bdad0b,지역별코스여행,11300,강진에서 만나는 싱그러운 여름 정취,전라남도,38,강진군,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a6631aa0-d492-45a4-9dfe-3d4629ad1c43,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=57d8dca4-edcb-4c77-91eb-036e97bdad0b
362886c2-507a-4542-8601-c9a3c19597ef,지역별코스여행,11300,"천혜의 대자연 속에 펼쳐진 종합테마공원, 경기 과천",경기도,31,과천시,3,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d0db8bdc-718e-46ed-ac6d-4e4e14cf5c28,https://korean.visitkorea.or.kr/detail/rem_detail.do?con_type=11300&cotid=362886c2-507a-4542-8601-c9a3c19597ef
